,MonthlyCharges,tenure,OnlineSecurity,TechSupport,Contract,PaymentMethod,Churn
144,0.7882411559541604,36,0,0,0,0,1
145,0.5092177379172894,11,0,0,0,2,0
146,0.6611858495266567,1,0,0,0,2,0
147,0.7987045341305432,53,0,0,0,1,1
148,0.3268560039860489,70,0,2,1,0,0
149,0.7717987045341306,12,0,0,1,2,0
150,0.7618335824613852,22,0,0,0,1,1
151,0.5062282012954659,55,0,0,2,1,0
152,0.4603886397608371,28,0,2,0,0,0
153,0.015944195316392632,58,1,1,2,3,0
154,0.014449427005480797,19,1,1,1,1,0
155,0.7663178873941207,19,2,0,0,2,1
156,0.5401096163428003,31,2,2,0,0,0
157,0.7090184354758347,13,0,2,0,2,1
158,0.019431988041853504,1,1,1,0,3,1
159,0.5221723966118585,1,0,0,0,3,1
160,0.5510712506228201,18,0,0,0,2,0
161,0.016940707523667137,13,1,1,1,3,0
162,0.02042850024912804,2,1,1,1,3,0
163,0.4653712007972098,70,2,2,2,1,0
164,0.010961634280019922,44,1,1,2,1,0
165,0.02590931738913801,4,1,1,0,3,0
166,0.5769805680119582,65,2,2,2,0,0
167,0.8111609367214749,71,2,2,1,1,0
168,0.354758345789736,64,0,0,1,0,0
169,0.7384155455904334,28,2,0,0,3,1
170,0.7787742899850524,16,0,0,0,2,1
171,0.9561534628799204,70,2,2,2,0,1
172,0.6302939711011459,39,0,2,0,0,0
173,0.2665670154459392,19,0,0,0,0,0
174,0.8639760837070254,60,2,2,0,0,0
175,0.7184853014449427,51,0,0,1,1,0
176,0.9192825112107624,56,2,0,1,2,0
177,0.8644743398106627,66,0,0,0,1,1
178,0.37120079720976573,58,0,2,2,1,0
179,0.4070752366716493,69,0,2,1,0,0
180,0.3776781265570504,27,0,2,0,3,0
181,0.3024414549078226,1,0,0,0,2,0
182,0.017438963627304432,6,1,1,0,3,0
183,0.06776283009466866,7,0,0,0,0,0
184,0.5127055306427504,8,0,0,0,2,1
185,0.5107125062282013,15,0,2,0,3,0
186,0.021425012456402576,9,1,1,0,3,0
187,0.4882909815645242,12,2,2,0,2,0
188,0.5261584454409567,25,2,2,0,3,0
189,0.6258096661684106,28,0,0,0,2,1
190,0.8211260587942204,49,0,2,2,1,0
191,0.2650722471350274,57,0,0,0,2,1
192,0.02291978076731441,11,1,1,1,3,0
193,0.7673143996013951,37,0,0,0,2,0
194,0.8276033881415048,40,0,0,0,2,1
195,0.26856003986048826,54,2,2,2,1,0
196,0.6656701544593921,12,0,0,0,1,0
197,0.3692077727952168,4,0,0,0,3,0
198,0.8460388639760839,66,2,0,1,0,0
199,0.4110612855007474,70,2,2,2,0,0
200,0.5645241654210265,1,0,0,0,2,1
201,0.8470353761833582,58,0,0,1,0,1
202,0.6756352765321375,47,0,0,0,1,0
203,0.6038863976083707,4,0,0,0,2,1
204,0.4090682610861983,57,2,2,1,3,0
205,0.7548579970104634,15,0,0,0,1,0
206,0.7105132037867464,24,0,2,0,2,0
207,0.010961634280019922,20,1,1,1,1,0
208,0.7977080219232685,61,0,2,1,3,0
209,0.3158943697060289,16,0,2,0,2,1
210,0.7917289486796214,72,0,0,2,1,0
211,0.21375186846038866,14,2,2,2,3,0
212,0.27703039362232185,2,0,0,0,0,1
213,0.7329347284504235,64,2,0,0,2,0
214,0.015445939212755359,30,1,1,1,1,0
215,0.709516691579472,64,2,0,1,0,0
216,0.9302441454907822,61,2,2,2,1,1
217,0.6567015445939214,50,0,2,1,1,0
218,0.7638266068759343,47,2,0,1,1,0
219,0.4150473343298455,51,2,2,1,1,0
220,0.7269556552067763,37,2,0,0,0,0
221,0.7847533632286996,64,2,0,1,0,0
222,0.4180368709516692,60,0,2,0,0,0
223,0.0179372197309417,1,1,1,0,3,0
224,0.6347782760338815,14,0,2,2,3,0
225,0.5754857997010464,1,0,0,0,2,1
226,0.6975585450921774,17,0,0,0,2,1
227,0.8594917787742901,63,2,2,1,1,0
228,0.07972097658196313,72,1,1,2,0,0
229,0.8201295465869456,29,0,2,1,1,0
230,0.4309915296462382,18,2,2,1,3,0
231,0.5171898355754859,38,0,2,1,1,1
232,0.010463378176382654,26,1,1,1,1,0
233,0.8624813153961135,70,0,0,1,2,0
234,0.6083707025411061,7,0,0,0,2,1
235,0.02590931738913801,22,1,1,1,0,0
236,0.3637269556552069,25,0,2,1,1,0
237,0.20777279521674136,33,0,0,1,2,0
238,0.7703039362232187,27,0,0,0,2,1
239,0.5645241654210265,15,0,0,0,0,1
240,0.06576980568011959,41,1,1,1,3,0
241,0.7648231190832088,38,0,2,1,0,0
242,0.7070254110612856,44,0,0,0,2,0
243,0.014947683109118063,66,1,1,2,3,0
244,0.02590931738913801,19,1,1,2,1,0
245,0.7169905331340309,17,2,0,0,1,1
246,0.5645241654210265,7,0,0,0,2,0
247,0.5326357747882412,21,0,0,1,0,0
248,0.7558545092177379,61,0,2,2,2,1
249,0.323368211260588,4,0,0,0,2,0
250,0.5675137020428501,58,0,2,1,1,0
251,0.3756851021425013,21,2,0,1,2,1
252,0.016940707523667137,60,1,1,2,3,0
253,0.07424015944195314,43,1,1,2,1,0
254,0.6676631788739412,36,0,0,0,1,1
255,0.3662182361733931,57,0,0,0,2,0
256,0.3657199800697559,24,2,2,0,2,0
257,0.8669656203288489,68,2,0,2,0,0
258,0.7613353263577479,72,0,0,0,2,0
259,0.2122571001494768,9,2,0,1,3,0
260,0.6103637269556552,66,0,2,2,1,0
261,0.5505729945191828,8,0,0,0,2,0
262,0.8450423517688093,50,0,2,1,3,0
263,0.5729945191828599,10,0,0,0,3,0
264,0.12107623318385648,54,0,0,0,2,0
265,0.6118584952665671,1,0,0,0,2,1
266,0.8998505231689089,71,2,2,2,1,0
267,0.8261086198305929,4,0,0,0,2,1
268,0.36273044344793226,33,0,0,0,0,0
269,0.6816143497757848,10,0,0,0,2,1
270,0.3084205281514699,72,2,0,2,2,0
271,0.02590931738913801,1,1,1,0,3,1
272,0.0732436472346786,67,1,1,2,0,0
273,0.615346287992028,22,0,0,0,1,0
274,0.7822620827105132,62,0,0,1,2,1
275,0.2356751370204285,21,2,0,0,2,1
276,0.931738913801694,68,2,2,2,1,0
277,0.7952167414050823,7,0,0,0,0,1
278,0.6133532635774788,58,2,0,0,0,0
279,0.6527154957648231,23,0,0,0,2,0
280,0.056801195814648715,71,1,1,2,0,0
281,0.6771300448430494,41,0,2,1,0,0
282,0.37668161434977576,0,2,2,2,1,0
283,0.4374688589935227,61,2,2,2,3,0
284,0.8111609367214749,46,2,2,2,3,0
285,0.024414549078226183,6,1,1,0,3,0
286,0.7573492775286498,7,0,0,0,2,1
287,0.552566018933732,21,0,0,0,2,0
288,0.7653213751868461,13,0,0,0,2,1
289,0.6482311908320877,22,0,0,0,2,1
290,0.5062282012954659,26,0,0,0,1,0
291,0.2406576980568012,4,2,2,0,3,0
292,0.012456402590931727,63,1,1,2,1,0
293,0.6143497757847535,5,0,0,0,0,1
294,0.014449427005480797,6,1,1,0,1,0
295,0.7593423019431988,55,0,0,0,1,0
296,0.5794718485301446,51,2,2,1,0,0
297,0.5032386646736423,56,2,0,1,0,0
298,0.018435475834578968,18,1,1,1,3,0
299,0.8704534130543098,72,2,2,2,0,0
300,0.3124065769805681,19,0,0,0,0,0
301,0.7817638266068759,22,0,0,0,2,1
302,0.17140009965122074,41,0,2,1,3,0
303,0.011958146487294458,5,1,1,0,3,0
304,0.5585450921773791,57,2,2,2,1,0
305,0.8290981564524167,29,0,0,0,0,0
306,0.7528649725959143,33,0,0,1,2,1
307,0.7932237169905331,72,0,0,2,2,0
308,0.7015445939212757,31,0,0,0,1,0
309,0.8589935226706529,52,2,2,1,0,0
310,0.0179372197309417,35,1,1,1,0,0
311,0.015944195316392632,7,1,1,2,3,0
312,0.3632286995515696,22,0,0,0,3,0
313,0.5645241654210265,6,0,0,0,2,1
314,0.19382162431489788,60,2,2,2,0,0
315,0.01993024414549077,24,1,1,1,3,0
316,0.5510712506228201,31,2,0,0,1,0
317,0.672645739910314,26,0,0,0,2,0
318,0.5146985550572996,1,0,0,0,3,1
319,0.013452914798206287,40,1,1,2,3,0
320,0.0179372197309417,10,1,1,0,1,0
321,0.009466865969108118,70,1,1,2,3,0
322,0.3677130044843049,3,0,0,0,3,1
323,0.6651718983557549,46,2,0,0,2,1
324,0.9157947184853016,59,2,0,1,2,1
325,0.5221723966118585,48,0,0,0,0,0
326,0.010961634280019922,59,1,1,2,3,1
327,0.12306925759840555,29,0,0,0,2,1
328,0.01395117090184353,8,1,1,0,2,1
329,0.014947683109118063,9,1,1,2,3,0
330,0.3981066268061785,8,2,2,1,0,0
331,0.7144992526158446,28,0,0,0,2,1
332,0.5754857997010464,20,2,0,1,0,0
333,0.8619830592924764,56,0,0,1,0,1
334,0.22321873442949672,49,2,0,0,0,0
335,0.7040358744394619,5,2,0,0,3,1
336,0.7149975087194819,18,0,0,0,1,1
337,0.71898355754858,71,2,2,2,2,0
338,0.7050323866467364,20,0,0,0,3,1
339,0.24015944195316394,40,2,0,1,2,1
340,0.42202291978076734,18,2,0,0,3,0
341,0.02042850024912804,38,1,1,1,3,0
342,0.8704534130543098,67,2,0,1,2,0
343,0.3697060288988541,17,2,2,0,1,0
344,0.16940707523667162,1,0,0,0,0,1
345,0.06776283009466866,68,1,1,2,1,0
346,0.6467364225211759,35,0,0,0,2,0
347,0.5734927752864972,3,0,0,0,2,1
348,0.7174887892376682,8,0,2,0,2,0
349,0.5246636771300449,29,0,0,1,1,0
350,0.1639262580966617,2,0,0,0,2,1
351,0.5535625311410065,53,0,0,0,1,0
352,0.070254110612855,1,0,0,0,2,1
353,0.5670154459392128,7,0,0,0,2,0
354,0.0179372197309417,4,1,1,0,0,0
355,0.5754857997010464,29,0,0,0,1,0
356,0.5665171898355754,3,0,0,0,1,1
357,0.07523667164922768,1,0,0,0,3,1
358,0.16990533134030886,7,2,0,1,3,0
359,0.9267563527653212,52,2,2,1,1,1
360,0.7344294967613354,72,2,2,2,1,0
361,0.7822620827105132,55,2,0,0,2,1
362,0.01395117090184353,1,1,1,0,0,0
363,0.012954658694568992,6,1,1,2,3,0
364,0.019431988041853504,29,1,1,2,3,0
365,0.29795714997508715,42,2,2,2,1,0
366,0.2202291978076732,30,0,2,1,1,0
367,0.325361235675137,1,0,0,0,3,1
368,0.6756352765321375,72,2,2,2,1,0
369,0.323368211260588,4,0,0,0,1,1
370,0.06427503736920775,1,0,0,0,2,0
371,0.5022421524663678,1,0,0,0,2,1
372,0.5580468360737421,1,0,0,0,3,1
373,0.6193323368211261,62,0,2,0,0,0
374,0.8271051320378675,15,0,0,0,2,1
375,0.009466865969108118,1,1,1,0,3,0
376,0.0179372197309417,68,1,1,2,0,0
377,0.5690084703537618,7,0,0,0,2,0
378,0.6955655206776283,72,2,2,2,0,0
379,0.6816143497757848,72,2,2,2,1,0
380,0.7558545092177379,30,0,2,0,1,1
381,0.6601893373193822,1,0,0,0,2,1
382,0.22820129546586945,39,2,2,1,0,0
383,0.7379172894867962,62,2,0,1,0,0
384,0.9038365719980072,53,0,2,1,0,0
385,0.8550074738415545,66,0,2,1,2,1
386,0.7025411061285501,59,0,0,0,1,0
387,0.7717987045341306,15,0,2,0,2,0
388,0.7698056801195815,9,0,0,0,2,1
389,0.11858495266567012,32,2,0,1,3,0
390,0.4628799202790234,17,0,0,0,3,1
391,0.3687095166915795,55,0,2,2,1,0
392,0.07374190333831585,17,0,0,0,3,0
393,0.6880916791230692,69,2,0,1,1,0
394,0.5615346287992028,66,2,0,2,1,0
395,0.560039860488291,16,0,0,0,0,0
396,0.6168410563029398,70,2,0,2,1,0
397,0.010961634280019922,50,1,1,1,3,0
398,0.017438963627304432,3,1,1,0,3,0
399,0.4733432984554061,17,2,0,0,0,0
400,0.7827603388141504,20,0,2,0,3,0
401,0.014449427005480797,71,1,1,2,1,0
402,0.8654708520179373,34,0,2,0,2,0
403,0.06826108619830593,43,1,1,2,2,0
404,0.8335824613851521,50,2,0,1,0,0
405,0.8305929247633284,41,2,0,1,0,0
406,0.6138515196811161,54,0,0,0,0,0
407,0.011958146487294458,64,1,1,2,1,0
408,0.3597409068261087,31,0,2,0,3,0
409,0.6003986048829099,11,0,0,0,2,0
410,0.6716492277030395,4,0,0,0,2,1
411,0.34778276033881417,21,2,2,2,3,0
412,0.06028898854010961,35,1,1,2,0,0
413,0.8071748878923767,58,2,0,1,1,0
414,0.0179372197309417,20,1,1,2,3,0
415,0.06726457399103139,60,1,1,2,3,0
416,0.01993024414549077,41,1,1,1,1,0
417,0.32735426008968616,15,0,0,0,2,0
418,0.2595914299950174,1,0,0,0,3,0
419,0.809666168410563,66,0,0,0,2,1
420,0.5082212257100149,1,0,0,0,2,1
421,0.2615844544095665,2,0,0,0,2,0
422,0.6567015445939214,32,0,0,0,0,1
423,0.5999003487792726,72,2,2,2,0,0
424,0.7757847533632287,62,2,0,1,2,0
425,0.6108619830592925,9,0,0,0,2,0
426,0.6756352765321375,4,0,0,0,2,0
427,0.6357747882411561,30,0,0,0,0,0
428,0.8594917787742901,40,0,0,0,1,1
429,0.01893373193821621,33,1,1,1,3,0
430,0.615346287992028,63,2,2,1,1,0
431,0.015445939212755359,64,1,1,1,0,0
432,0.7802690582959642,5,0,0,0,2,0
433,0.017438963627304432,7,1,1,0,0,1
434,0.6138515196811161,10,2,0,0,3,0
435,0.8201295465869456,63,2,0,0,2,1
436,0.210762331838565,20,2,2,2,1,0
437,0.656203288490284,38,2,0,1,0,0
438,0.8953662182361735,66,0,2,1,1,0
439,0.7259591429995017,13,0,0,0,2,1
440,0.478824115595416,24,2,0,0,3,0
441,0.8589935226706529,23,0,0,0,2,0
442,0.7284504235176881,32,0,0,0,3,0
443,0.4175386148480319,51,2,2,1,0,0
444,0.00847035376183358,40,1,1,2,3,0
445,0.406576980568012,22,2,2,0,3,0
446,0.5201793721973095,1,2,2,0,0,0
447,0.7085201793721972,6,0,0,0,2,0
448,0.01395117090184353,1,1,1,0,3,1
449,0.022421524663677108,4,1,1,1,0,0
450,0.8734429496761336,60,0,0,0,2,1
451,0.4653712007972098,72,2,2,2,1,0
452,0.4175386148480319,42,2,0,1,0,0
453,0.4374688589935227,2,2,0,0,3,0
454,0.4185351270553065,69,2,2,2,0,0
455,0.6751370204285003,2,0,0,0,2,1
456,0.18136522172396616,1,0,0,0,2,1
457,0.4798206278026906,31,0,2,0,1,0
458,0.022421524663677108,16,1,1,2,3,0
459,0.013452914798206287,15,1,1,0,3,0
460,0.7568510214250125,2,0,0,0,0,1
461,0.7404085700049825,17,0,0,0,2,0
462,0.7598405580468361,6,0,0,0,3,1
463,0.4140508221225709,61,2,0,0,2,0
464,0.008968609865470822,1,1,1,0,3,0
465,0.6920777279521675,19,0,2,1,1,0
466,0.35675137020428505,44,2,2,2,1,0
467,0.9337319382162432,70,2,2,2,1,0
468,0.0697558545092177,63,1,1,2,3,0
469,0.2575984055804683,58,0,0,1,3,0
470,0.5565520677628301,53,2,0,1,0,0
471,0.2595914299950174,59,0,0,0,2,0
472,0.8550074738415545,69,0,2,1,0,1
473,0.3079222720478325,26,0,2,0,0,0
474,0.38814150473343295,23,2,2,1,1,0
475,0.3617339312406577,42,2,0,0,1,0
476,0.3218734429496761,1,0,0,0,3,1
477,0.2959641255605381,6,0,0,0,2,1
478,0.025411061285500747,58,1,1,2,3,0
479,0.8300946686596911,3,0,0,0,0,1
480,0.015944195316392632,41,1,1,2,3,0
481,0.4265072247135028,58,2,2,1,0,0
482,0.7528649725959143,51,2,0,0,0,1
483,0.9257598405580468,64,0,2,0,2,0
484,0.0732436472346786,19,1,1,2,3,0
485,0.6058794220229198,60,2,2,0,1,0
486,0.957648231190832,69,2,2,2,0,0
487,0.6223218734429498,3,0,0,0,2,0
488,0.7648231190832088,7,0,0,0,3,1
489,0.5475834578973593,19,2,0,0,2,1
490,0.5869456900847037,1,0,0,0,2,1
491,0.0538116591928251,62,1,1,2,0,0
492,0.3158943697060289,1,0,0,0,0,1
493,0.5510712506228201,1,0,0,0,2,1
494,0.4115595416043847,28,0,0,0,0,0
495,0.739412057797708,69,0,2,2,3,0
496,0.6118584952665671,30,0,0,0,3,1
497,0.20976581963129048,40,0,0,0,2,1
498,0.015944195316392632,1,1,1,0,3,0
499,0.8231190832087694,45,0,0,0,1,1
500,0.6018933731938217,22,0,2,1,3,0
501,0.0179372197309417,47,1,1,2,1,0
502,0.017438963627304432,2,1,1,0,3,0
503,0.16791230692575984,13,0,0,0,2,1
504,0.006477329347284483,20,1,1,0,1,0
505,0.009965122072745386,48,1,1,2,3,0
506,0.8236173393124067,67,2,0,1,1,0
507,0.8081714000996512,70,2,0,2,1,0
508,0.8046836073741903,64,2,0,2,0,0
509,0.7912306925759841,34,0,0,0,2,1
510,0.72446437468859,72,2,2,2,0,0
511,0.5107125062282013,23,0,2,0,1,0
512,0.7050323866467364,15,0,0,0,1,0
513,0.8281016442451419,22,2,0,0,0,1
514,0.5176880916791231,41,2,0,1,3,0
515,0.6397608370702541,68,2,2,2,1,0
516,0.8794220229197809,70,0,0,1,2,0
517,0.6836073741903338,71,2,2,2,0,0
518,0.6696562032884903,71,2,2,2,0,0
519,0.2610861983059293,1,0,0,0,3,0
520,0.3662182361733931,1,0,0,0,2,1
521,0.02590931738913801,3,1,1,0,3,0
522,0.7488789237668162,40,0,0,0,0,0
523,0.3223716990533134,3,0,0,0,2,1
524,0.07822620827105134,67,1,1,2,3,0
525,0.5695067264573992,18,2,0,0,2,0
526,0.0179372197309417,20,1,1,0,3,0
527,0.5580468360737421,3,0,0,0,2,1
528,0.9750871948181364,71,2,2,2,0,0
529,0.1569506726457399,25,0,0,0,0,1
530,0.72446437468859,32,0,0,0,2,0
531,0.019431988041853504,46,1,1,2,3,0
532,0.010961634280019922,68,1,1,2,0,0
533,0.6118584952665671,48,0,2,2,2,0
534,0.5196811160936722,2,0,0,0,2,1
535,0.7463876432486298,56,2,0,1,2,0
536,0.6028898854010962,5,0,0,0,2,1
537,0.5650224215246638,3,0,0,0,2,0
538,0.7433981066268062,64,0,0,1,2,0
539,0.7199800697558545,47,2,2,2,3,0
540,0.4882909815645242,63,0,2,2,3,0
541,0.011459890383657191,27,1,1,0,2,0
542,0.5211758844045841,47,0,0,0,0,1
543,0.061783756851021415,59,1,1,2,2,0
544,0.005979073243647243,4,1,1,0,3,0
545,0.963129048330842,72,2,2,2,2,0
546,0.3677130044843049,13,2,2,1,3,0
547,0.8988540109616343,66,0,2,1,2,0
548,0.023916292974588915,42,1,1,1,3,0
549,0.016940707523667137,10,1,1,0,0,0
550,0.560039860488291,15,0,0,0,3,1
551,0.766816143497758,45,0,2,2,1,0
552,0.5540607872446437,48,0,2,1,0,0
553,0.0697558545092177,1,0,0,0,0,0
554,0.5764823119083209,27,0,0,0,2,0
555,0.010961634280019922,5,1,1,0,3,1
556,0.6831091180866966,23,0,2,1,3,0
557,0.5675137020428501,11,0,0,0,1,0
558,0.8350772296960638,35,0,0,0,0,0
559,0.7030393622321873,67,2,2,1,0,0
560,0.5630293971101146,33,2,0,1,1,0
561,0.9541604384653712,72,2,2,2,2,0
562,0.9113104135525659,67,0,2,1,1,0
563,0.0179372197309417,33,1,1,0,3,0
564,0.40508221225710017,47,2,2,1,3,0
565,0.794718485301445,13,0,0,0,2,1
566,0.6477329347284504,18,2,2,0,2,0
567,0.9352267065271548,72,2,2,2,1,0
568,0.7120079720976582,11,0,0,0,0,1
569,0.26058794220229203,7,0,2,0,2,0
570,0.8091679123069259,59,2,0,0,0,0
571,0.8186347782760339,32,0,0,0,2,0
572,0.0697558545092177,67,1,1,2,1,0
573,0.6905829596412556,51,0,0,1,1,0
574,0.7553562531141006,59,2,2,1,2,0
575,0.210762331838565,48,2,2,2,3,0
576,0.5211758844045841,1,0,0,0,2,1
577,0.010463378176382654,23,1,1,1,1,0
578,0.7613353263577479,38,0,0,0,2,1
579,0.01644245142002987,19,1,1,1,3,0
580,0.5759840558046836,3,0,0,0,2,1
581,0.8036870951669158,58,0,0,0,2,0
582,0.3183856502242153,2,0,2,0,1,0
583,0.5670154459392128,5,0,2,0,0,0
584,0.8276033881415048,72,2,0,2,0,0
585,0.9123069257598406,44,2,0,1,1,0
586,0.014449427005480797,16,1,1,0,3,1
587,0.3258594917787744,12,2,2,0,0,0
588,0.7100149476831091,6,0,0,0,2,1
589,0.8953662182361735,72,0,2,2,0,0
590,0.06527154957648232,23,1,1,1,1,0
591,0.5201793721973095,38,0,0,1,0,1
592,0.766816143497758,47,0,0,1,1,0
593,0.0179372197309417,54,1,1,2,1,0
594,0.5017438963627304,15,0,0,0,0,0
595,0.7558545092177379,20,0,0,0,2,1
596,0.5480817140009965,16,0,0,0,0,0
597,0.5092177379172894,1,0,0,0,2,1
598,0.06527154957648232,1,0,0,0,0,1
599,0.016940707523667137,46,1,1,2,2,0
600,0.7912306925759841,69,0,2,2,1,0
601,0.6601893373193822,49,0,0,0,2,1
602,0.3652217239661186,53,0,2,1,1,0
603,0.011958146487294458,7,1,1,1,3,0
604,0.3188839063278526,42,0,0,0,2,1
605,0.31938216243148976,17,2,0,0,3,0
